flash-nothing-find-non-living-thing,google/gemini-2.5-flash-preview-05-20,566f8b91-6ef1-4a7e-baa3-0494a280a077,find-non-living-thing,0,nothing_prompt,6,True,100,5
flash-nothing-find-plant,google/gemini-2.5-flash-preview-05-20,31a832a8-d6da-4cc9-bc3d-4ce65a6b8efb,find-plant,0,nothing_prompt,8,True,100,10
flash-nothing-find-living-thing,google/gemini-2.5-flash-preview-05-20,8e0a09ee-5684-48d0-88a5-e5424e5bf09f,find-living-thing,0,nothing_prompt,9,True,100,10
flash-nothing-chemistry-mix-paint-secondary-color,google/gemini-2.5-flash-preview-05-20,a6a89860-9b12-47bf-919d-46bdb5fa7520,chemistry-mix-paint-secondary-color,0,nothing_prompt,51,False,-100,21
flash-nothing-freeze,google/gemini-2.5-flash-preview-05-20,fddee893-52e9-4fed-b19d-c4a87cf53cb6,freeze,0,nothing_prompt,51,False,87,26
flash-nothing-find-animal,google/gemini-2.5-flash-preview-05-20,6c207f65-ed01-47bc-8aa1-1269c4c78bd7,find-animal,0,nothing_prompt,51,False,-100,10
flash-nothing-change-the-state-of-matter-of,google/gemini-2.5-flash-preview-05-20,31e23692-7b66-431a-a376-6dbaf9763d89,change-the-state-of-matter-of,0,nothing_prompt,51,False,-100,26
flash-nothing-chemistry-mix,google/gemini-2.5-flash-preview-05-20,cc97d157-6771-438a-ab1c-464feb9aeef8,chemistry-mix,0,nothing_prompt,51,False,25,24
flash-nothing-chemistry-mix-paint-tertiary-color,google/gemini-2.5-flash-preview-05-20,bbe5eabf-0c99-4d22-9a31-22dd260f6a0e,chemistry-mix-paint-tertiary-color,0,nothing_prompt,51,False,-100,30
flash-nothing-boil,google/gemini-2.5-flash-preview-05-20,e0c7f8da-2ace-431d-a6fe-19e5269b62c2,boil,0,nothing_prompt,51,False,2,39
flash-nothing-lifespan-longest-lived,google/gemini-2.5-flash-preview-05-20,8cfe82db-1828-48da-89a3-8d22feff08c4,lifespan-longest-lived,0,nothing_prompt,7,True,100,6
flash-nothing-inclined-plane-friction-unnamed-surfaces,google/gemini-2.5-flash-preview-05-20,06ef64aa-df39-4142-b6f4-b74ffc2ce66b,inclined-plane-friction-unnamed-surfaces,0,nothing_prompt,8,True,-100,178
